entry_id,name,entity_type,confidence,status,core_relevance_score,PI_or_leads,institution,city,region_state,country,latitude,longitude,map_layer,platform_tags,species,rydberg_role,experimental_mode,theory_mode,website,source_url_1,notes
E-053,Bilitewski Rydberg-array squeezing theory,theory_group,C,verified,2,Thomas Bilitewski,Oklahoma State University,Stillwater,OK,United States,36.1156,-97.0584,Adjacent C,rydberg_array; theory; metrology; squeezing; qudits,generic,spin_nematic_squeezing; metrology; dipolar_rydberg_theory,no,yes,https://arxiv.org/html/2605.00096v1,https://arxiv.org/abs/2605.00096,Promoted in v0.9 as adjacent theory node. Kept C because relevance is theory/metrology; not a group centered on tweezer hardware.
E-054,Katzgraber / Amazon Advanced Solutions Lab Rydberg-array compilation,company_team,B,verified,4,Helmut G. Katzgraber; Martin J. A. Schuetz; Amazon/JPMorgan collaborators,Amazon Advanced Solutions Lab / AWS,Seattle,WA,United States,47.6062,-122.3321,Relevant B,rydberg_array; compilation; optimization; MIS; software; benchmarking; cloud_hardware,generic,compilation; MIS; hardware_compatibility; graph_embedding; quantum_optimization,no,yes,https://arxiv.org/abs/2412.14976,https://arxiv.org/html/2412.14976v1,"Promoted in v1.0 from QC. This is not a hardware lab, but it is a relevant company/software node for Rydberg-array compilation and near-term MIS workflows."
E-055,Heng Shen atomic-array quantum computation and simulation lab,academic,B,verified,4,Heng Shen,Shanxi University,Taiyuan,Shanxi,China,37.8706,112.5489,Relevant B,rydberg_array; atom_array; quantum_simulation; metrology; theory_experiment_mix,unknown,state_preparation; ordered_states; metrology; quantum_simulation; neutral_atom_arrays,mixed,mixed,https://ioe.sxu.edu.cn/sys/labs14/Team14/index.htm,https://ioe.sxu.edu.cn/sys/labs14/Team14/index.htm,Promoted in v1.0. Official lab page identifies Heng Shen as PI; recent papers explicitly discuss Rydberg/neutral-atom arrays. Exact experimental setup still needs validation.
E-056,Xiangliang Li / BAQIS cold-atom and Rydberg-theory node,theory_group,C,verified,2,Xiangliang Li,Beijing Academy of Quantum Information Sciences (BAQIS),Beijing,Beijing,China,39.9042,116.4074,Adjacent C,cold_atoms; rydberg_gates; theory; quantum_precision_measurement; adjacent,generic,gate_theory; many_body_theory; quantum_precision_measurement; adjacent_rydberg,no,yes,https://en.baqis.ac.cn/people/detail/?cid=1291,https://en.baqis.ac.cn/people/detail/?cid=1291,"Promoted cautiously in v1.0 as C/adjacent. Affiliation is clear, but direct optical-tweezer Rydberg-array role is not yet strong enough for B/A."
E-057,Bakr Laboratory for Ultracold Quantum Gases,academic,B,verified,4,Waseem S. Bakr,Princeton University,Princeton,NJ,United States,40.3431,-74.6551,Relevant B,optical_tweezers; rydberg_array; cryogenic; Cs; ultracold_gases; molecules,Cs; molecules; Rb?,cryogenic_rydberg; coherent_ground_rydberg_control; many_body_physics; metrology,experimental,mixed,https://phy.princeton.edu/people/waseem-bakr,https://phy.princeton.edu/people/waseem-bakr,Promoted in v1.0. Official Princeton profile lists Rydberg atoms among interests; 2026 arXiv reports Cs optical tweezer array in cryogenic environment with ground-Rydberg manipulation.
E-058,Lin Li Rydberg atom array group,academic,A,verified,5,Lin Li,Huazhong University of Science and Technology,Wuhan,Hubei,China,30.5928,114.3055,Core A,rydberg_array; optical_tweezers; quantum_information_scrambling; quantum_simulation; metrology; microwave_electrometry,Rb?; unknown,many_body_dynamics; OTOC; quantum_information_scrambling; microwave_electrometry; Rydberg blockade,experimental,mixed,https://www.linlilab.cn/,https://www.linlilab.cn/,Promoted in v1.0 as A core: official lab page says it focuses on Rydberg atoms; recent arXiv/work reports strongly interacting Rydberg atom arrays and tweezer-array electrometry.
E-059,Li You / NUS-CQT atomic tweezer Rydberg-array program,academic,B,needs_review,4,Li You; Meng Khoon Tey; collaborators,National University of Singapore / Centre for Quantum Technologies,Singapore,,Singapore,1.3521,103.8198,Relevant B,optical_tweezers; rydberg_array; atomic_tweezer_array; quantum_scrambling; quantum_simulation,Rb,many_body_scars; OTOC; anomalous_information_scrambling; Rydberg_blockade,experimental,mixed,https://www.cqt.sg/highlight/2023-03-tweezers-atom-array/,https://arxiv.org/abs/2410.16174,Promoted in v1.0 as a B experimental candidate. Paper explicitly uses atomic tweezer array and Rydberg blockade; institutional lab mapping still needs cleaner official PI/lab page.
E-060,Yelin quantum-optics theory and global-control Rydberg-array node,theory_group,B,verified,4,Susanne F. Yelin,Harvard University,Cambridge,MA,United States,42.3736,-71.1097,Relevant B,rydberg_array; analog_quantum_simulation; global_control; quantum_optimal_control; theory; experimental_collaboration,generic,global_control; quantum_optimal_control; multi_body_interactions; topological_dynamics; simulation_theory,no,yes,https://www.physics.harvard.edu/people/facpages/yelin,https://arxiv.org/abs/2508.19075,Promoted in v1.3 from Affiliation_Cleanup_v1_2. The arXiv paper has Yelin as last author and reports direct quantum optimal control plus an experimental Rydberg-array demonstration; official Harvard page verifies the node as theoretical quantum optics/QIS.
E-061,LENS Florence Sr Rydberg Lab,academic,B,verified,4,Leonardo Fallani; Vladislav Gavryusev; Jacopo Catani; Massimo Inguscio,University of Florence / CNR-INO / LENS,Florence,Tuscany,Italy,43.7696,11.2558,Relevant B,rydberg_array; optical_tweezers; alkaline_earth; Sr; quantum_simulation; neutral_atom_qc; platform_buildout,Sr,quantum_simulation; platform_buildout; future_rydberg_interactions; optical_tweezer_arrays,experimental,mixed,https://quantumgases.lens.unifi.it/exp/sr-rydberg,https://quantumgases.lens.unifi.it/exp/sr-rydberg,Promoted in v1.3. Official LENS page says the lab is building a strontium Rydberg platform based on programmable optical-tweezer arrays and lists Fallani as scientific staff/contact.
E-062,Peng Xu / CAS-Wuhan Rydberg excitation hardware node,academic,B,verified,4,Peng Xu,"Innovation Academy for Precision Measurement Science and Technology, CAS / Wuhan Institute of Quantum Technology",Wuhan,Hubei,China,30.5928,114.3055,Relevant B,rydberg_array; optical_tweezers; Rb; rydberg_excitation; pulsed_fiber_amplifier; technical_hardware,Rb,coherent_rydberg_excitation; pulsed_amplifier; hardware_scaling; high_power_excitation,experimental,mixed,https://arxiv.org/abs/2604.13436,https://arxiv.org/html/2604.13436v1,Promoted in v1.3. The 2026 arXiv HTML lists Peng Xu at CAS/Wuhan Institute of Quantum Technology and demonstrates coherent Rydberg excitation of single atoms in a rubidium optical-tweezer array.
E-063,Lerose quantum-simulation theory node,theory_group,B,verified,4,Alessio Lerose,KU Leuven,Leuven,Flemish Brabant,Belgium,50.8798,4.7005,Relevant B,rydberg_array; quantum_simulation; theory; lattice_gauge; high_energy_physics; long_range_spins; neutral_atom_architecture,generic,lattice_gauge_simulation; Schwinger_model; quantum_simulation_design; theory_application,no,yes,https://www.kuleuven.be/wieiswie/en/person/00172999,https://www.kuleuven.be/wieiswie/en/person/00172999,Promoted in v1.3. Official KU Leuven profile verifies Lerose as research professor in quantum many-body dynamics and quantum simulation; 2024 paper proposes implementation using a state-of-the-art dual-species Rydberg atom array.
E-064,Wei Zhang / Renmin-BAQIS compact Rb tweezer platform,academic,C,needs_review,3,Wei Zhang,Renmin University of China / BAQIS,Beijing,Beijing,China,39.9042,116.4074,Adjacent C,optical_tweezers; Rb; neutral_atom_platform; compact_setup; hardware; adjacent,Rb,platform_enabler; optical_tweezer_array; adjacent_to_rydberg_array_work,experimental,no,https://arxiv.org/abs/2604.12204,https://arxiv.org/abs/2604.12204,"Promoted cautiously in v1.3 as C/adjacent. The 2026 paper demonstrates a compact 25x25 homogeneous 87Rb optical tweezer array, but the cited source does not yet show a Rydberg-core result."
E-065,Chepiga Rydberg-array quantum-criticality theory node,theory_group,B,verified,4,Natalia Chepiga,Delft University of Technology,Delft,,Netherlands,52.0116,4.3571,Relevant B,rydberg_array; quantum_criticality; tensor_networks; multispecies; theory; quantum_simulation,generic; Rb/Cs theoretical,criticality; many_body_scars; multispecies_arrays; quantum_simulation_theory,no,yes,https://nchepiga.github.io/homepage/,https://link.aps.org/doi/10.1103/PhysRevLett.132.076505,"Promoted in v1.5. Strong theory node for Rydberg arrays, with explicit PRL and 2026 arXiv activity; TU Delft affiliation confirmed by CV/PRL metadata."
E-066,Mathey theory of atoms and solids Rydberg-tweezer node,theory_group,B,verified,4,Ludwig Mathey,University of Hamburg,Hamburg,,Germany,53.5511,9.9937,Relevant B,rydberg_array; optical_tweezers; lamb_dicke; motional_dynamics; theory; quantum_gates,generic,spin_motion; lamb_dicke_dynamics; rydberg_gates; quantum_simulation_theory,no,yes,https://www.physik.uni-hamburg.de/en/iqp/mathey.html,https://arxiv.org/abs/2506.22669,Promoted in v1.5 as a direct theory node because the 2025 paper explicitly treats interacting Rydberg atoms in optical-tweezer arrays and official page confirms Hamburg affiliation.
E-067,Qi-Yu Liang quantum-level light-matter interactions lab,academic,B,needs_review,4,Qi-Yu (Grace) Liang,Purdue University,West Lafayette,IN,United States,40.4237,-86.9212,Relevant B,rydberg_arrays; optical_tweezers; ultrafast_rydberg; quantum_optics; facilitation; experimental,Rb?; unknown,ultrafast_rydberg; robust_facilitation; quantum_dynamics; array_experiments,experimental,mixed,https://sites.google.com/view/qiyuliang,https://link.aps.org/doi/10.1103/23x7-g2h6,"Promoted cautiously in v1.5. Purdue official directory confirms PI/affiliation; recent PRL/AIP result is explicitly Rydberg facilitation and references compatibility with existing optical-tweezer platforms, but the lab's own tweezer-array hardware still needs confirmation."
E-068,Jing Qian Rydberg-dressed atom-array theory node,theory_group,B,verified,4,Jing Qian,East China Normal University,Shanghai / Chongqing,,China,31.2304,121.4737,Relevant B,rydberg_dressed_arrays; optimal_control; excitation_transport; theory; quantum_simulation,generic,rydberg_dressed_transport; optimal_control; spin_exchange; many_body_dynamics,no,yes,https://link.springer.com/article/10.1007/s44214-025-00078-4,https://arxiv.org/abs/2503.07672,Promoted in v1.5 as a theory node. 2025 paper is directly about Rydberg-dressed atom arrays; publisher page lists Jing Qian at ECNU/Chongqing Institute of ECNU.
E-069,KAT-1 / Dutch Sr Rydberg optical-tweezer QPU ecosystem,academic,B,verified,4,Florian Schreck; Robert J. C. Spreeuw; Eindhoven/Amsterdam collaborators,Eindhoven University of Technology / University of Amsterdam / QuantumDelta NL,Eindhoven / Amsterdam,,Netherlands,51.4416,5.4697,Relevant B,strontium; optical_tweezers; rydberg_array; quantum_processor; quantum_inspire; fractal_geometry,Sr,rydberg_QPU; quantum_simulation; fractal_arrays; spin_models; platform_buildout,mixed,mixed,https://research.tue.nl/en/activities/neutral-atoms-in-tweezer-arrays-for-hybrid-rydberg-quantum-comput/,https://research.tue.nl/en/activities/neutral-atoms-in-tweezer-arrays-for-hybrid-rydberg-quantum-comput/,Promoted in v1.5 as a Dutch ecosystem node. TU/e activity page explicitly states a Sr 2D optical-tweezer QPU with Rydberg excitations; 2025 arXiv reports experiments with single 88Sr atoms in optical tweezers arranged in fractal geometry.
E-070,Circular Rydberg atoms in optical tweezers / LKB-ENS-College de France,academic,B,verified,4,Michel Brune; Clément Sayrin; Jean-Michel Raimond; David J. Papoular,Laboratoire Kastler Brossel / ENS / Collège de France / Sorbonne Université,Paris,Île-de-France,France,48.8566,2.3522,Relevant B,circular_rydberg; optical_tweezers; dipole_dipole_interactions; spin_motion; quantum_simulation_adjacent,Rb?; circular Rydberg atoms,circular_rydberg_interactions; spin_motion_coupling; long_lived_rydberg_qubits,experimental,mixed,https://arxiv.org/abs/2407.04109,https://arxiv.org/abs/2407.04109,"Promoted in v1.5 as a relevant circular-Rydberg tweezer node. It is not a standard ground-state neutral-atom array processor, but it is directly Rydberg + optical tweezers + interacting atoms."
E-071,Pollet Rydberg-tweezer supersolidity theory node,theory_group,B,verified,4,Lode Pollet,Ludwig-Maximilians-Universität München (LMU Munich),Munich,Bavaria,Germany,48.1351,11.582,Relevant B,rydberg_tweezer_arrays; quantum_simulation; supersolidity; quantum_monte_carlo; theory,Rb; generic Rydberg,analog_simulation; supersolidity; extended_hubbard; theory,no,theory,https://www.theorie.physik.uni-muenchen.de/lsschollwoeck/people/professors/pollet/index.html,https://arxiv.org/abs/2407.12752,Promoted in v1.7 from v1.6 paper layer. Strong theory node connected to Browaeys/Geier experimental feasibility context; not an experimental hardware group.
E-072,Scarola Rydberg-array analogue simulation theory node,theory_group,B,verified,4,Vito W. Scarola,Virginia Tech,Blacksburg,VA,United States,37.2296,-80.4139,Relevant B,rydberg_atom_arrays; optical_tweezers; quantum_simulation; supersymmetry; theory,generic Rydberg,analog_simulation; many_body_theory; supersymmetry; architecture,no,theory,https://scarola.phys.vt.edu/,https://arxiv.org/abs/2405.21073,Promoted in v1.7 as a theory/simulation node. The paper is explicitly motivated by Rydberg atoms in optical tweezer arrays.
E-073,Vutha Rydberg-tweezer dark-matter sensing proposal node,academic,C,verified,2,Amar C. Vutha,University of Toronto,Toronto,Ontario,Canada,43.6629,-79.3957,Adjacent C,rydberg_tweezer_arrays; sensing; dark_matter; microwave_electrometry_adjacent,generic Rydberg,sensing; dark_matter_detection; adjacent_metrology,proposal/theory,mixed,https://www.physics.utoronto.ca/~vutha/,https://arxiv.org/abs/2507.12860,"Promoted in v1.7 as adjacent sensing/metrology. Relevant to Rydberg atoms in optical tweezer arrays, but not a neutral-atom QC/simulation platform node."
E-074,Yunoki computational quantum matter Rydberg-tweezer control node,theory_group,B,verified,4,Seiji Yunoki,RIKEN,Wako,Saitama,Japan,35.7813,139.6135,Relevant B,rydberg_tweezer_arrays; pulse_optimization; variational_algorithms; many_body_theory,generic Rydberg,control; pulse_optimization; analog_vqe; theory,no,theory,https://cems.riken.jp/laboratory/cqmrt,https://arxiv.org/abs/2507.19153,Promoted in v1.7. Useful theory/control node for pulse-level and hybrid analog/digital algorithms on Rydberg tweezer arrays.
E-075,Hofferberth magic-trapping Rydberg enabling-physics node,academic,C,verified,3,Sebastian Hofferberth,University of Bonn,Bonn,North Rhine-Westphalia,Germany,50.7374,7.0982,Adjacent C,rydberg_atoms; magic_trapping; optical_tweezers; enabling_physics; theory_experiment,generic Rydberg,magic_trapping; coherence; enabling_physics,mixed,mixed,https://www.iap.uni-bonn.de/nqo/en,https://arxiv.org/abs/2410.20901,"Promoted in v1.7 as adjacent/enabling physics. Relevant for trapped Rydberg coherence, but not a mainstream tweezer-array processor by itself."
E-076,Zakrzewski Rydberg-tweezer localization/topology theory node,theory_group,B,verified,4,Jakub Zakrzewski,Jagiellonian University in Kraków,Kraków,Lesser Poland,Poland,50.0647,19.945,Relevant B,rydberg_tweezer_arrays; localization; topology; disorder; theory,generic Rydberg,localization; topology; quantum_simulation; disorder; theory,no,theory,https://chaos.if.uj.edu.pl/~kuba/,https://arxiv.org/abs/2505.07720,Promoted in v1.7. The paper explicitly states Rydberg tweezer arrays as the target platform and PDF lists Jagiellonian affiliation.
E-077,Lychkovskiy/Fedorov messenger-qubit Rydberg-processor architecture node,theory_group,B,needs_review,3,Oleg V. Lychkovskiy; Aleksey K. Fedorov; collaborators,Skolkovo Institute of Science and Technology / Russian Quantum Center,Moscow / Skolkovo,Moscow Oblast,Russia,55.7558,37.6173,Relevant B,rydberg_atom_processors; messenger_qubits; all_to_all_connectivity; architecture; theory,generic Rydberg,architecture; connectivity; messenger_qubits; theory,no,theory,https://arxiv.org/abs/2504.05087,https://arxiv.org/abs/2504.05087,Promoted in v1.7 but kept needs_review. Relevant architecture theory for Rydberg-atom processors; optical-tweezer implementation details and exact institution node require one more QC pass.
E-078,Petrosyan/FORTH-YerPhI Rydberg multiqubit-gate theory node,theory_group,B,verified,4,David Petrosyan; Antonis Delakouras; Georgios Doultsinos,FORTH / University of Crete / A. Alikhanyan National Science Laboratory (YerPhI),Heraklion / Yerevan,Crete / Yerevan,Greece / Armenia,35.3387,25.1442,Relevant B,rydberg_array; optical_tweezers; neutral_atom_qc; multiqubit_gates; quantum_bus; theory; connectivity,generic neutral atoms,multiqubit_gates; distant_gates; quantum_bus; connectivity; blockade,no,theory,https://esperia.iesl.forth.gr/~dap/publ.html,https://arxiv.org/html/2507.16602v2,Promoted in v2.0 from Saffman-review reference mining. The arXiv HTML lists FORTH/University of Crete/YerPhI affiliations and the paper explicitly considers neutral atoms in optical tweezers with Rydberg-mediated multiqubit and distant gates.
E-079,Lechner / Innsbruck-ParityQC neutral-atom gate-set theory node,mixed,B,verified,4,Wolfgang Lechner; Pedro Ildefonso; Michael Schuler; Javad Kazemi,University of Innsbruck / ParityQC,Innsbruck,Tyrol,Austria,47.2692,11.4041,Relevant B,neutral_atom_qc; rydberg_gates; optical_tweezers; optimal_control; iSWAP; exchange_gates; parity_architecture; theory; company_link,Sr; generic neutral atoms,native_iSWAP; exchange_gates; optimal_control; Rydberg_dipole_dipole,no,theory,https://www.uibk.ac.at/en/th-physik/quantum-computing/publications/,https://arxiv.org/html/2512.05037v1,"Promoted in v2.0. The paper lists University of Innsbruck plus ParityQC affiliations, models Sr neutral-atom QPUs, and is relevant for expanding native Rydberg gate sets beyond CZ."
E-080,Khazali-Mølmer conditional-exchange neutral-atom gate theory node,theory_group,B,verified,3,Mohammadsadegh Khazali; Klaus Mølmer,University of Tehran / Niels Bohr Institute,Tehran / Copenhagen,,Iran / Denmark,55.6761,12.5683,Relevant B,neutral_atom_arrays; rydberg_gates; controlled_SWAP; conditional_exchange; routing; theory,generic neutral atoms,controlled_SWAP; conditional_exchange; routing; native_multiqubit_gates,no,theory,https://arxiv.org/html/2511.22214v1,https://arxiv.org/html/2511.22214v1,"Promoted in v2.0 with optical_tweezers=unclear. Strongly relevant to Rydberg neutral-atom gate theory, but the paper discusses neutral atom arrays broadly rather than a specific tweezer processor."
E-081,PNNL multi-target Rydberg gates and neutral-atom architecture node,national_lab,B,verified,4,Ang Li; Samuel Stein; Chenxu Liu; collaborators,Pacific Northwest National Laboratory,Richland,WA,United States,46.2804,-119.2752,Relevant B,neutral_atom_qc; rydberg_gates; multi_target_gates; QEC; pulse_synthesis; architecture; software_hardware_codesign; theory,generic neutral atoms,multi_target_gates; spatial_blockade_engineering; syndrome_extraction; QEC_architecture,no,theory,https://www.pnnl.gov/projects/quantum-algorithms-and-architecture-domain-science/leadership,https://arxiv.org/html/2504.15282v1,"Promoted in v2.0. The arXiv HTML lists PNNL affiliations for Stein/Liu/Li and the work targets multi-target Rydberg gates for neutral-atom syndrome extraction. Marked yes/unclear for tweezers because the target hardware is neutral-atom arrays, not a PNNL experimental tweezer platform."
E-082,Stanford-Chicago RF-tuned Förster Rydberg-interaction node,academic,C,verified,2,Jon Simon; Lukas Palm; Stanford/Chicago collaborators,Stanford University / University of Chicago,Stanford / Chicago,CA / IL,United States,37.4275,-122.1697,Adjacent C,rydberg_interactions; RF_tuned_forster; microwave_dressing; blockade_enhancement; cavity_Rydberg; adjacent_interaction_engineering,Rb,interaction_engineering; enhanced_blockade; RF_tuned_Forster_resonance; adjacent,experimental,mixed,https://arxiv.org/html/2603.07958v1,https://arxiv.org/html/2603.07958v1,"Promoted in v2.0 as C adjacent because it is Rydberg interaction engineering relevant to gates and dressing, but the demonstrated system is cavity/ensemble-oriented rather than a neutral-atom tweezer array processor."
